,coefficient
TFF3,0.01873254077318601
TFPI,0.0
TFPI2,0.0
TFRC,0.0
TGFA,0.0
TGFB1,0.0
TGFBI,0.0
TGFBR2,0.0
TGFBR3,0.0
TGM2,0.05185324105070213
THBD,0.0
THBS2,0.0
THBS4,0.0
THOP1,0.001225868185323234
THPO,0.0
THY1,0.0
TIA1,0.0
TIE1,0.0
TIGAR,0.0
TIMD4,0.0
TIMP1,0.0
TIMP3,0.0
TIMP4,0.0
TINAGL1,0.0
TJAP1,0.0
TLR3,0.0
TMPRSS15,-0.01633068851828306
TMPRSS5,0.0
TMSB10,0.0
TNC,0.017900092812498384
TNF,0.0
TNFAIP8,0.0
TNFRSF10A,0.0
TNFRSF10B,0.02269604009510486
TNFRSF10C,0.0
TNFRSF11A,0.0
TNFRSF11B,0.0
TNFRSF12A,0.07545357006924225
TNFRSF13B,0.0
TNFRSF13C,0.0
TNFRSF14,0.0
TNFRSF19,0.0
TNFRSF1A,0.0
TNFRSF1B,0.0
TNFRSF21,0.0
TNFRSF4,0.0
TNFRSF6B,0.013029568960999448
TNFRSF8,0.0
TNFRSF9,0.0
TNFSF10,0.0
TNFSF11,0.0
TNFSF12,0.0
TNFSF13,-0.01399946261399657
TNFSF13B,0.06478502022488708
TNFSF14,0.0
TNNI3,0.0
TNR,-0.04448394927916283
TNXB,0.0
TP53,0.0
TP53INP1,0.0
TPMT,0.0
TPP1,0.04874353297355351
TPPP3,0.0
TPSAB1,0.0
TPT1,0.016300744142881504
TRAF2,0.0
TREM2,0.0
TREML2,0.0
TRIAP1,0.0
TRIM21,0.0
TRIM5,0.0
TSHB,-0.02999978324478774
TSLP,0.0
TSPAN1,-0.03716167199386897
TST,0.0
TXLNA,0.0
TXNDC15,0.02054394440877741
TXNDC5,0.0
TXNRD1,0.0
TYMP,0.0
TYRO3,0.0
UBAC1,0.0
ULBP2,0.04457373997463062
UMOD,-0.06721653787443864
USO1,0.0
USP8,0.0
UXS1,0.0
VAMP5,0.0
VASH1,0.0
VASN,0.0
VAT1,0.0
VCAM1,0.0
VCAN,0.011414481708112559
VEGFA,0.0
VEGFC,0.0
VEGFD,0.0
VIM,0.0
VMO1,-0.020936888318688892
VNN2,0.0
VPS37A,0.0
VPS53,0.0
VSIG4,0.0
VSIR,0.0
VSTM1,0.0
VSTM2L,0.0
VTA1,0.0
VTCN1,0.0
VWA1,0.0
VWC2,0.0
VWF,0.0
WARS,0.0
WAS,0.0
WASF1,0.0
WASF3,-0.007468181281315241
WFDC12,0.0
WFIKKN1,-0.022625708727943603
WFIKKN2,0.0
WIF1,0.0
WNT9A,0.0
WWP2,0.0
XCL1,0.009232494945267134
XG,-0.009939007178054494
XPNPEP2,0.0
XRCC4,-0.023250294663963566
YES1,0.0
YTHDF3,0.0
ZBTB16,0.0
ZBTB17,0.0
